Astérix et Obélix Mission Cléopatre,
  Camping,
  Brice de Nice,
  La vérité si je mens,
  Bienvenue chez les chtis,
  La cage aux folles,
  Didier,
  Le Dîner de Cons,
  Les aventures de Rabbi Jacob,
  Le prénom,
  Les bronzés font du ski,
  La cité de la peur,
  Un air de famille,
  Very Bad Trip,
  Les 3 frères,
  Le pari,
  Forest Gump,
  La soupe aux choux,
  Le Bon la brute et le truand,
  Léon,
  Intouchable,
  Les bronzés,
  The Mask,
  Fou dirène,
  La grande vadrouille,
  Les tuches,
  La chèvre,
  matrix,
  Matrix,
  C'est arrivé près de chez vous,
  Trois cents,
  Star Wars,
  Titanic,
  Pulp fiction,
  Le seigneur des anneaux,
  Le Parrain,
  Full metal jacket,
  Retour vers le futur,
  truman Show,
  Manon des sources,
  Rambo,
  Spiderman,
  Le corniaud,
  La folie des grandeurs,
  Jurassic Park,
  Les Choristes,
  Amélie Poulain,
  Bruce tout Puissant,
  The Big Lebowsky,
  La Haine,
  Rasta Rocket,
  Karaté Kid,
  Dirty dancing,
  Dikkenek,
  Harry Potter,
  Terminator,
  Les tontons flingueurs,
  Taxi,
  Il était une fois dans l'ouest,
  Le péril jeune,
  Un indien dans la ville,
  le père noël est une ordure,
  Men in black,
  Qui veut la peau de Roger Rabbit,
  Scarface,
  Usual Suspect,
  l'Aile ou la cuisse,
  Cyrano de Bergerac,
  Le grand bleu,
  La gloire de mon père,
  E.T.,
  Aladdin,
  Le Roi Lion,
  Toy story,
  Toy Story,
  La reine des neiges,
  Némo,
  Shrek,
  l'Age De Glace,
  Moi Moche et Méchant,
  Pocahontas,
  Rocky,
  Les visiteurs